排名,标题,评论数量,推荐率,出版社,作者,出版时间,价格,标题链接,
266,牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现...,603438,99.80%,北京十月文艺出版社,（巴西）保罗·柯艾略 著，新经典 出品,2018/1/1,¥24.10,http://product.dangdang.com/25172978.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
267,信谊世界精选图画书-我的情绪小怪兽,140134,100%,明天出版社,[西班牙] 安娜·耶纳斯 著,2016/12/1,¥29.30,http://product.dangdang.com/26919064.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
268,雪国（川端康成诺贝尔文学奖获奖作，全新精装典藏版）,368835,99.80%,南海出版公司,（日）川端康成 著， 新经典  出品,2020/3/1,¥49.00,http://product.dangdang.com/28522468.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '日本']"
269,在教室说错了没关系,381737,100%,青岛出版社,著 （日）莳田晋至，译 吴佳芬，绘 （日）长谷川知子,2017/2/1,¥36.00,http://product.dangdang.com/24194575.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '幼小衔接']"
270,法布尔昆虫记（全10册）（儿童彩图版）,362380,99.60%,北京科学技术出版社,（韩）高苏珊娜  编著，（韩）金成荣  绘，李明淑  译  100层童书馆 出品,2014/7/1,¥198.00,http://product.dangdang.com/9101748.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '百科', '图书', '>', '童书', '>', '3-6岁', '>', '科普/百科', '图书', '>', '童书', '>', '经典必读']"
271,第一次自己睡觉——父母教孩子自己睡觉首选绘本（启发童书馆出品...,200070,99.60%,北京联合出版公司,文：（日）季巳明代 著  图：（日）长谷川香子 绘,2019/12/1,¥39.80,http://product.dangdang.com/27942705.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
272,了不起的我：自我发展的心理学（陈海贤重磅新作，得到付费用户亲...,153223,100%,台海出版社,陈海贤 著; 得到图书 出品,2019/11/1,¥49.00,http://product.dangdang.com/28469677.html,"['所属分类：', '图书', '>', '心理学', '>', '积极心理学']"
273,熊津数学图画书（全50册，含29册精装绘本及21册游戏书，将数学和...,40319,100%,贵州科技出版社,熊津出版社著，阳光博客出品,2020/9/1,¥684.00,http://product.dangdang.com/29118088.html,"['所属分类：', '图书', '>', '童书', '>', '幼儿启蒙', '>', '数学/汉语', '图书', '>', '童书', '>', '3-6岁', '>', '入学准备', '图书', '>', '童书', '>', '数学启蒙']"
274,我的情绪小怪兽,47176,100%,陕西人民教育出版社,"[西]安娜·耶纳斯/著,萧袤 王靖雯/译",2016/9/8,¥135.20,http://product.dangdang.com/27940556.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
275,歪歪兔行为习惯系列互动图画书（全10册）,233562,99.60%,海豚出版社,歪歪兔关键期早教项目组　编绘,2015/8/18,¥90.00,http://product.dangdang.com/20927266.html,"['所属分类：', '图书', '>', '童书', '>', '婴儿读物', '>', '认知书', '图书', '>', '童书', '>', '0-2岁', '>', '认知', '图书', '>', '童书', '>', '习惯养成']"
276,活法,356450,99.80%,东方出版社,【日】稻盛和夫,2019/11/1,¥22.80,http://product.dangdang.com/28481444.html,"['所属分类：', '图书', '>', '成功/励志', '>', '励志经典著作', '>', '经典励志/作品集']"
277,献给阿尔吉侬的花束 （新译本）,47062,99.60%,广西师范大学出版社,（美）丹尼尔凯斯,2015/4/1,¥24.00,http://product.dangdang.com/23685953.html,"['所属分类：', '图书', '>', '小说', '>', '科幻小说', '图书', '>', '小说', '>', '外国小说', '>', '美国']"
278,罗尔德·达尔作品典藏（彩图拼音版）—了不起的狐狸爸爸,295019,100%,明天出版社,(英) 罗尔德·达尔 著； (英) 昆汀·布莱克绘；代维 译。,2018/9/1,¥28.00,http://product.dangdang.com/25575797.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '拼音 读物']"
279,佛陀传：全世界影响力深远的佛陀传记（原名故道白云，全世界佛学...,85689,99.70%,河南文艺出版社,一行禅师；何蕙仪 译；读客文化 出品,2014/3/1,¥66.40,http://product.dangdang.com/29371694.html,"['所属分类：', '图书', '>', '哲学/宗教', '>', '宗教', '>', '佛教']"
280,少有人走的路：心智成熟的旅程（白金升级版）,186271,100%,北京联合出版有限公司,[美]M.斯科特·派克(M.Scott Peck)  ，译者：于海生  严冬冬  ，正清出品,2020/10/20,¥23.10,http://product.dangdang.com/29139774.html,"['所属分类：', '图书', '>', '成功/励志', '>', '成功/激励', '>', '激励']"
281,我变成一只喷火龙了!——第一届丰子恺儿童图画书奖 获奖作品，儿...,126884,100%,河北教育出版社,文/图：赖马,2019/11/12,¥45.80,http://product.dangdang.com/28477208.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '中国原创', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
282,面纱（50岁时毛姆写下这个近乎完美的爱情故事，因为每个人都在故...,79450,100%,江西人民出版社,【英】毛姆，果麦文化 出品,2016/5/4,¥39.80,http://product.dangdang.com/23950046.html,"['所属分类：', '图书', '>', '小说', '>', '情感小说', '>', '言情']"
283,养育男孩（典藏版）,576718,99.90%,中信出版社,(澳) 史蒂夫·比达尔夫,2019/9/10,¥39.00,http://product.dangdang.com/27922796.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '培育男孩']"
284,断舍离（经典断舍离，山下英子初版全本）,1090798,99.90%,广西科学技术出版社,(日)山下英子,2013/7/1,¥27.90,http://product.dangdang.com/23271503.html,"['所属分类：', '图书', '>', '成功/励志', '>', '人生哲学', '>', '人生智慧']"
285,人生只有一件事:教你如何活得更好,48470,100%,中信出版社,金惟纯,2021/5/13,¥38.20,http://product.dangdang.com/29235725.html,"['所属分类：', '图书', '>', '哲学/宗教', '>', '哲学', '>', '哲学知识读物']"
286,考试脑科学 脑科学中的高效记忆法（图灵出品）,166942,100%,人民邮电出版社,[日]池谷裕二,2021/3/1,¥39.80,http://product.dangdang.com/29222270.html,"['所属分类：', '图书', '>', '科普读物', '>', '百科知识', '>', '科普问答']"
287,不可思议的旅程三部曲（2020版）,334385,100%,新星出版社,（美）艾伦·贝克尔 著，爱心树童书 出品,2020/8/1,¥105.80,http://product.dangdang.com/29119862.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
288,100层的房子（5本套）,236057,100%,北京科学技术出版社,（日）岩井俊雄  100层童书馆 出品,2021/10/1,¥201.00,http://product.dangdang.com/29316669.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']        "
289,我有友情要出租（拼音版）,211350,100%,新疆青少年出版社,方素珍 著 郝洛玟 绘,2017/5/1,¥18.00,http://product.dangdang.com/25084833.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '中国原创', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '拼音读物']"
290,爱打嗝的斑马——邓超微博推荐的绘本 带给孩子更多勇气和自信的绘...,323645,99.50%,北京联合出版公司,（英）大卫?麦基 著，柳漾 译,2019/11/1,¥39.80,http://product.dangdang.com/27942699.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
291,罗尔德·达尔作品典藏 查理和巧克力工厂,352966,99.90%,明天出版社,罗尔德·达尔,2017/5/23,¥22.00,http://product.dangdang.com/25110008.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '想像力/创造力']"
292,曹文轩文集典藏版（全7册）,397533,99.30%,天天出版社有限责任公司,曹文轩   著,2013/9/1,¥164.60,http://product.dangdang.com/23323691.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '开学必备']"
293,悲惨世界（法国大文豪雨果“命运三部曲”之一，未删节全译版）,97538,99.90%,作家出版社,[法]维克多·雨果,2016/6/1,¥74.80,http://product.dangdang.com/23979386.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '欧洲']"
294,风情不摇晃·典藏纪念版 （深情而危险的荆复洲VS清纯又美艳的安愿...,5134,100%,百花洲文艺出版社,初禾初,2021/11/1,¥29.40,http://product.dangdang.com/29317516.html,"['所属分类：', '图书', '>', '青春文学', '>', '青春校园文学']"
295,自驱型成长：如何科学有效地培养孩子的自律,98170,100%,机械工业出版社,[美]威廉?斯蒂克斯鲁德（William Stixrud）奈德?约翰逊（Ned Johnson）、叶壮 译,2020/5/15,¥45.00,http://product.dangdang.com/28547325.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '素质教育']"
296,时代广场的蟋蟀：麦克米伦世纪大奖小说最新升级版,506996,100%,二十一世纪出版社,[美]乔治·塞尔登,2020/11/1,¥25.00,http://product.dangdang.com/29148971.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '动物小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '经典 必读']"
297,他在云之南（人气作家景行燃情悬爱力作！随书附赠“追光”书签。...,48478,100%,百花文艺出版社,景行  白马时光  出品,2020/4/1,¥37.30,http://product.dangdang.com/28541672.html,"['所属分类：', '图书', '>', '青春文学', '>', '青春爱情文学']"
298,思考，快与慢（团购电话400-106-6666转6）,278905,99.80%,中信出版社,(美)丹尼尔·卡尼曼,2012/7/1,¥47.60,http://product.dangdang.com/22781388.html,"['所属分类：', '图书', '>', '管理', '>', '一般管理学', '>', '管理学']"
299,生物有秘密 我是学霸 给孩子的生物启蒙科普绘本,3637,100%,北京联合出版有限公司,刘全儒,2021/9/1,¥39.00,http://product.dangdang.com/29365518.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科']"
300,好饿的小蛇（ 绘本大师宫西达也低幼绘本代表作）,211994,99.90%,２１世纪出版社,文/图 宫西达也，译 彭懿,2007/5/1,¥32.00,http://product.dangdang.com/25316023.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '入园准备']"
301,水先生的奇妙之旅科学图画书系（全8册）,53699,99.90%,海燕出版社,奥古斯汀. 特拉尼　著,2014/10/1,¥85.40,http://product.dangdang.com/23578095.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '3-6岁', '>', '科普/百科', '图书', '>', '童书', '>', '科学认知']"
302,外婆出租中,43184,100%,四川文艺出版社,"[英]丽芙·阿巴思诺特 ,周唯 译,酷威文化 出品",2021/7/1,¥36.60,http://product.dangdang.com/29276874.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '英国']"
303,父母的语言：3000万词汇塑造更强大的学习型大脑,224277,100%,机械工业出版社,[美]达娜·萨斯金德（Dana Suskind），MD 贝丝·萨斯金德（Bet,2021/6/15,¥35.40,http://product.dangdang.com/29252406.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '家教方法']"
304,当了妈妈后，重新学说话（妈妈说话的方式，决定孩子的未来）,10305,100%,北京日报出版社,[韩]金恩熙 著，蔡毅远 译，紫图图书 出品,2022/1/1,¥31.20,http://product.dangdang.com/29352889.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '家教方法']"
305,巴巴爸爸经典故事系列（全十册）,271220,99.80%,接力出版社,[法] 安娜特·缇森 [法] 德鲁斯·泰勒,2018/10/1,¥110.90,http://product.dangdang.com/25480195.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '卡通', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', ' 动画天地']"
306,理解人性（成熟不是看懂事情，而是看透人性。）,71147,100%,水利水电出版社,(奥) 阿德勒 (Alfred Adler) 著，文通天下　出品,2020/2/20,¥43.70,http://product.dangdang.com/28521430.html,"['所属分类：', '图书', '>', '心理学', '>', '社会心理学']"
307,华夏万卷 楷书入门6件套 楷书字帖田英章书钢笔字帖成人学生硬笔书...,80805,100%,上海交通大学出版社,田英章 书,2018/12/1,¥50.30,http://product.dangdang.com/29130546.html,"['所属分类：', '图书', '>', '艺术', '>', '书法/篆刻', '>', '字帖']"
308,365夜睡前故事（全4册） 宝宝睡前故事书0-3-6岁幼儿故事书早教配...,74646,99.90%,福建科技出版社,青葫芦,2018/1/1,¥59.80,http://product.dangdang.com/27856105.html,"['所属分类：', '图书', '>', '童书', '>', '婴儿读物', '>', '图画故事书', '图书', '>', '童书', '>', '0-2岁', '>', '图画故事', '图书', '>', '童书', '>', '哄睡神器']"
309,流俗地（《亚洲周刊》2020年度十大小说，王德威、王安忆、董启章...,12692,100%,北京十月文艺出版社,（马来）黎紫书  著 ， 新经典  出品,2021/4/1,¥55.00,http://product.dangdang.com/29239300.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '其他国家']"
310,夜晚的潜水艇(第四届宝珀理想国文学奖得主陈春成短篇小说集，游荡...,95675,100%,上海三联书店,陈春成 著，    理想国 出品,2020/9/1,¥32.50,http://product.dangdang.com/29130324.html,"['所属分类：', '图书', '>', '小说', '>', '中国当代小说']"
311,（新版）吃书的狐狸系列（畅销百万册，关于阅读与写作的启蒙童话...,69332,99.70%,北京科学技术出版社,(德) 弗朗齐斯卡·比尔曼  100层童书馆 出品,2021/10/1,¥119.40,http://product.dangdang.com/29315997.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']        "
312,一间自己的房间（磨铁经典/伍尔夫：女性一定要有钱，要有自己的房...,478,100%,浙江教育出版社,（英）弗吉尼亚·伍尔夫,2022/2/20,¥39.90,http://product.dangdang.com/29368075.html,"['所属分类：', '图书', '>', '文学', '>', '外国随笔']"
313,断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰...,335074,100%,湖南文艺出版社,"山下英子 著,博集天卷 出品",2019/1/11,¥44.10,http://product.dangdang.com/26482259.html,"['所属分类：', '图书', '>', '成功/励志', '>', '人生哲学', '>', '人生智慧']"
314,小羊上山儿童汉语分级读物第2级（10册套装）,12007,100%,人民邮电出版社,孙蓓主编     童趣出版有限公司编,2020/9/1,¥135.20,http://product.dangdang.com/29140216.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '卡通', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
315,半小时漫画宇宙大爆炸（半小时读完138亿年宇宙史，一口气搞懂大爆...,24346,100%,浙江科学技术出版社,陈磊·半小时漫画团队；读客文化 出品,2021/11/8,¥49.00,http://product.dangdang.com/29322640.html,"['所属分类：', '图书', '>', '科普读物', '>', '宇宙知识']"
316,天才在左 疯子在右(全新完整版),1496199,99.90%,北京联合出版有限公司,高铭 著，磨铁图书 出品,2018/5/1,¥49.80,http://product.dangdang.com/25285092.html,"['所属分类：', '图书', '>', '心理学', '>', '心理百科']"
317,我的第一本地理启蒙书,941791,100%,新世界出版社,郑利强 段虹(绘) 步印童书 出品,2016/6/1,¥48.80,http://product.dangdang.com/23967348.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科', '图书', '>', '童书', '>', '开学必备']"
318,穆斯林的葬礼（2015版）,326699,99.20%,北京十月文艺出版社,霍达　著，新经典 出品,2015/9/1,¥34.30,http://product.dangdang.com/23780305.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
319,皮特猫·3~6岁好性格养成书：第四辑（共6册）（宽容、体贴、接纳...,326828,100%,文汇出版社,金柏莉·迪安与詹姆斯·迪安著；读客文化 出品,2018/8/14,¥139.90,http://product.dangdang.com/25317615.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
320,富爸爸穷爸爸（新版本）当当投资理财类图书！本版随书附赠价值19...,530845,100%,四川人民出版社,【美】罗伯特·清崎    萧明 译,2019/8/1,¥87.10,http://product.dangdang.com/27902388.html,"['所属分类：', '图书', '>', '投资理财', '>', '理财技巧']"
321,恶意（东野圭吾四大杰作之一。最大的恶意不是杀了你，而是毁了你...,817890,100%,南海出版公司,东野圭吾  著 ，新经典  出品,2022/1/1,¥40.70,http://product.dangdang.com/29354040.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说']"
322,猫的风工厂：全5册（堪比宫崎骏作品的灵动风格，治愈系日本童话，...,5006,99.90%,长江少年儿童出版社,[日]水野良惠/著,2021/12/17,¥122.50,http://product.dangdang.com/29331355.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '童话故事', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
323,"窄门(我们所追求的幸福,究竟是来自于我们真正的内心?还是外界的定...",16785,99.90%,民主与建设出版社,（法）安德烈·纪德著 ， 田伟华译，知书达礼 出品,2020/9/1,¥47.30,http://product.dangdang.com/29134540.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '法国']"
324,半小时漫画青春期：生理篇（从变声长痘到脸红心跳，笑着笑着解决...,63033,100%,天津科学技术出版社,陈磊·半小时漫画团队 著；读客文化 出品,2021/7/30,¥46.60,http://product.dangdang.com/29277698.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '亲子关系']"
325,沈从文旅行慢慢，走走又停停,13626,100%,江西人民出版社,沈从文,2019/5/1,¥49.30,http://product.dangdang.com/27854006.html,"['所属分类：', '图书', '>', '文学', '>', '文集']"
326,海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐...,82185,99.90%,南海出版公司,（美）海蒂·麦考夫，（美）莎伦·梅泽尔 著，新经典 出品,2019/4/1,¥68.00,http://product.dangdang.com/27380294.html,"['所属分类：', '图书', '>', '孕产/胎教', '>', '孕期']"
327,新参者（2016版）,237923,99.80%,南海出版公司,（日）东野圭吾 著，新经典 出品,2016/2/1,¥39.50,http://product.dangdang.com/23845292.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说', '图书', '>', '小说', '>', '外国小说', '>', '日本']"
328,俗世奇人全本（收录冯骥才2019年18篇新作，完整收录54篇“俗世奇...,48013,100%,人民文学出版社,冯骥才,2019/12/1,¥27.90,http://product.dangdang.com/28505880.html,"['所属分类：', '图书', '>', '小说', '>', '中国当代小说']"
329,把坏脾气收起来,326188,100%,北京科学技术出版社,〔美〕卡罗尔·罗思，（美）拉申·凯里耶  100层童书馆 出品,2017/8/1,¥36.00,http://product.dangdang.com/25102405.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
330,月亮的味道（精装）,337449,99.80%,二十一世纪出版社,麦克格雷涅茨 著,2017/10/1,¥34.30,http://product.dangdang.com/25176229.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '亲子共读']"
331,阿勒泰的角落（李娟成名作四色典藏版）,117793,99.80%,新星出版社,李娟 著，新经典 出品,2013/9/1,¥24.80,http://product.dangdang.com/23312938.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
332,中国历代政治得失 钱穆（新校本）,218151,99.80%,九州出版社,钱穆　著,2013/12/28,¥8.80,http://product.dangdang.com/22584137.html,"['所属分类：', '图书', '>', '政治/军事', '>', '政治', '>', '中国政治']"
333,亮丽精美触摸书：小兔比利,51003,99.80%,未来出版社,莫里斯·普莱格尔 /文图 荣信文化/编译,2011/9/1,¥67.40,http://product.dangdang.com/28483082.html,"['所属分类：', '图书', '>', '童书', '>', '玩具书', '>', '触摸/洞洞/手偶书', '图书', '>', '童书', '>', '3-6岁', '>', '玩具书', '图书', '>', '童书', '>', '亲子游戏']"
334,牛虻（我一定要走自己的路，追随我所见到的光明。无数人因为读它...,26457,99.90%,台海出版社,(爱尔兰) 艾捷尔·丽莲·伏尼契著，古绪满译，知书达礼 出品,2020/9/1,¥47.30,http://product.dangdang.com/29134539.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '其他国家']"
335,曾国藩传（张宏杰新作）,97958,99.90%,民主与建设出版社,张宏杰,2019/1/1,¥68.00,http://product.dangdang.com/26289139.html,"['所属分类：', '图书', '>', '传记', '>', '历史人物']"
336,张医生与王医生（南都年度十大好书！新周刊刀锋图书奖年度纪实作...,13511,100%,文汇出版社,伊险峰 杨樱  著 ， 新经典  出品,2021/10/1,¥68.00,http://product.dangdang.com/29317494.html,"['所属分类：', '图书', '>', '社会科学', '>', '社会学', '>', '社会发展与变迁']"
337,简爱（英国女作家夏洛蒂·勃朗特的长篇小说，翻译家宋兆霖未删节...,260267,99.70%,作家出版社,（英）夏洛蒂勃朗特　著，宋兆霖　译,2015/8/1,¥23.80,http://product.dangdang.com/23752765.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '欧洲']"
338,戴建业·漫画世说新语（听戴老师讲《世说新语》，看爆笑漫画，大...,7692,100%,浙江文艺出版社,[南朝宋] 刘义庆 原作；戴建业 编；胖乐胖乐 著；果麦文化 出品,2021/12/1,¥49.80,http://product.dangdang.com/29346437.html,"['所属分类：', '图书', '>', '动漫/幽默', '>', '大陆漫画', '>', '历史/传统文化']"
339,加古里子：地球的力量科学绘本（全10册）,11470,100%,电子工业出版社,（日）加古里子,2019/6/17,¥194.00,http://product.dangdang.com/26513770.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '3-6岁', '>', '科普/百科', '图书', '>', '童书', '>', '亲近自然']"
340,10分钟爱上数学 我是学霸 培养孩子的学霸数学思维,9906,100%,北京联合出版有限公司,项华,2021/9/1,¥39.00,http://product.dangdang.com/29325481.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科']"
341,秘密 （日本读者票选东野作品第 2名，仅次于《白夜行》）,423143,98.60%,南海出版公司,东野圭吾 著，新经典 出品,2017/11/1,¥45.00,http://product.dangdang.com/25172573.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说', '图书', '>', '小说', '>', '外国小说', '>', '日本']"
342,中华人民共和国民法典(32开压纹烫金版 附草案说明)2021年1月起正...,158869,99.90%,法律出版社,法律出版社,2020/6/1,¥14.70,http://product.dangdang.com/28553129.html,"['所属分类：', '图书', '>', '法律', '>', '民法', '>', '民法学']"
343,从前我死去的家,91552,99.80%,北京十月文艺出版社,（日）东野圭吾 著，新经典 出品,2018/8/1,¥49.50,http://product.dangdang.com/25300652.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '日本']"
344,"受害者游戏（女版东野圭吾 , 继《圣母》《暗黑女子》后又一力作，...",10339,100%,中国友谊出版公司,[日]秋吉理香子，创美工厂 出品,2021/4/1,¥37.30,http://product.dangdang.com/29215891.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说']"
345,语文高效学习法（原人大附中名师申怡分享提升语文成绩的核心方法...,41222,100%,北京联合出版有限公司,申怡,2022/2/8,¥58.00,http://product.dangdang.com/29353067.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '家教方法']"
346,甲骨文学校系列（4册，央视《读书》推荐、2021年度桂冠童书）,62117,100%,北京联合出版有限公司,黄加佳 著，爱心树童书 出品,2021/6/1,¥80.80,http://product.dangdang.com/29235939.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
347,狼王梦（升级版）/动物小说大王沈石溪·品藏书系,693271,99.90%,浙江少年儿童出版社,沈石溪,2018/7/1,¥15.60,http://product.dangdang.com/25309929.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '动物小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学', '图书', '>', '童书', '>', '开学必备']"
348,一只特立独行的猪（有趣、独立、反对假正经，读王小波的“入坑之...,426195,100%,北京十月文艺出版社,王小波  著 ， 新经典  出品,2021/1/1,¥40.70,http://product.dangdang.com/29176567.html,"['所属分类：', '图书', '>', '文学', '>', '名家作品']"
349,作文六要 文学大师王鼎钧著 讲给青少年的写作课  朱永新莫言王安...,10312,100%,商务印书馆,王鼎钧,2021/10/1,¥32.10,http://product.dangdang.com/29312477.html,"['所属分类：', '图书', '>', '社会科学', '>', '语言文字', '>', '写作与修辞']"
350,暖房子·屁屁侦探系列（套装共6册）,103176,100%,北京联合出版有限公司,【日】Troll/文、图 甜老虎 黄春琦 译,2019/2/1,¥96.00,http://product.dangdang.com/26924156.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '专注力/记忆力']"
351,作家榜经典：一间自己的房间（写给聪明女生的幸福指南！让女性觉...,53416,100%,中信出版社,[英] 维吉尼亚·伍尔夫 著，作家榜经典 出品，于是 译，大星文化,2019/11/15,¥45.00,http://product.dangdang.com/28479692.html,"['所属分类：', '图书', '>', '文学', '>', '外国随笔']"
352,挪威的森林,358848,100%,上海译文出版社,【日】村上春树 林少华 译,2018/3/1,¥33.40,http://product.dangdang.com/29306923.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '日本']"
353,斯凯瑞金色童书·忙忙碌碌的一天（全3册）,265568,99.30%,贵州人民出版社,（美）斯凯瑞  著，谢旭华  译,2007/10/1,¥18.00,http://product.dangdang.com/20039610.html,"['所属分类：', '图书', '>', '童书', '>', '益智游戏', '>', '互动游戏书', '图书', '>', '童书', '>', '3-6岁', '>', '益智游戏', '图书', '>', '童书', '>', '亲子游戏']"
354,地下室手记（罗翔老师推荐版本，豆瓣2020读书榜经典类No.1，9.5分...,32952,100%,浙江文艺出版社,陀思妥耶夫斯基，译者：曾思艺，果麦文化 出品,2020/5/1,¥39.80,http://product.dangdang.com/28546022.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '欧洲']"
